,Periodo,Tienda,Nombre_Producto,Temporada,Cantidad
183049,2022-01-01,1189,PANTALON HOMBRE,PV,0.0
183056,2022-01-01,1389,CAMISA HOMBRE,OI,17.0
183057,2022-01-01,1389,CAMISA HOMBRE,PV,11.0
183058,2022-01-01,1389,CAMISA MANGA LARGA MUJER,OI,5.0
183059,2022-01-01,1389,CAMISA MANGA LARGA MUJER,PV,-1.0
183060,2022-01-01,1389,CAMISETA MUJER,OI,2.0
183061,2022-01-01,1389,CAMISETA MUJER,PV,4.0
183072,2022-01-01,1389,PANTALON HOMBRE,OI,7.0
183073,2022-01-01,1389,PANTALON HOMBRE,PV,6.0
183074,2022-01-01,1389,PANTALON MUJER,OI,7.0
183075,2022-01-01,1389,PANTALON MUJER,PV,3.0
183082,2022-01-01,1389,PUNTO MANGA LARGA MUJER,OI,2.0
183094,2022-01-01,2511,BOLSO BANDOLERA MUJER,OI,2.0
183095,2022-01-01,2511,BOLSO BANDOLERA MUJER,PV,3.0
183101,2022-01-01,2511,CAMISA MANGA LARGA MUJER,OI,20.0
183102,2022-01-01,2511,CAMISETA MUJER,OI,63.0
183103,2022-01-01,2511,CAMISETA MUJER,PV,4.0
183113,2022-01-01,2511,PANTALON MUJER,OI,23.0
183114,2022-01-01,2511,PANTALON MUJER,PV,9.0
183120,2022-01-01,2511,PUNTO MANGA LARGA MUJER,OI,68.0
183121,2022-01-01,2511,PUNTO MANGA LARGA MUJER,PV,1.0
183126,2022-01-01,3159,CAMISA MANGA LARGA MUJER,PV,0.0
183127,2022-01-01,3159,CAMISETA MUJER,PV,1.0
183131,2022-01-01,3159,PANTALON HOMBRE,PV,-1.0
183134,2022-01-01,3179,CAMISA HOMBRE,PV,1.0
183135,2022-01-01,3179,CAMISA MANGA LARGA MUJER,PV,2.0
183138,2022-01-01,3179,PANTALON MUJER,OI,1.0
183139,2022-01-01,3179,PUNTO MANGA LARGA MUJER,PV,1.0
183140,2022-01-01,3209,CAMISA MANGA LARGA MUJER,OI,7.0
183141,2022-01-01,3209,CAMISA MANGA LARGA MUJER,PV,1.0
183142,2022-01-01,3209,CAMISETA MUJER,OI,5.0
183150,2022-01-01,3209,PANTALON MUJER,OI,3.0
183151,2022-01-01,3209,PANTALON MUJER,PV,1.0
183153,2022-01-01,3209,PUNTO MANGA LARGA MUJER,OI,1.0
183161,2022-01-01,3229,CAMISA MANGA LARGA MUJER,OI,6.0
183162,2022-01-01,3229,CAMISETA MUJER,OI,1.0
183163,2022-01-01,3229,CAMISETA MUJER,PV,1.0
183171,2022-01-01,3229,PANTALON HOMBRE,OI,1.0
183172,2022-01-01,3229,PANTALON MUJER,OI,1.0
183173,2022-01-01,3229,PANTALON MUJER,PV,1.0
183175,2022-01-01,3229,PUNTO MANGA LARGA MUJER,OI,1.0
183180,2022-01-01,3239,BOLSO BANDOLERA MUJER,PV,1.0
183184,2022-01-01,3239,CAMISA HOMBRE,OI,11.0
183185,2022-01-01,3239,CAMISA MANGA LARGA MUJER,OI,10.0
183186,2022-01-01,3239,CAMISA MANGA LARGA MUJER,PV,-1.0
183187,2022-01-01,3239,CAMISETA MUJER,OI,3.0
183188,2022-01-01,3239,CAMISETA MUJER,PV,1.0
183201,2022-01-01,3239,PANTALON HOMBRE,OI,10.0
183202,2022-01-01,3239,PANTALON HOMBRE,PV,0.0
183203,2022-01-01,3239,PANTALON MUJER,OI,5.0
183204,2022-01-01,3239,PANTALON MUJER,PV,2.0
183208,2022-01-01,3239,PUNTO MANGA LARGA MUJER,PV,1.0
183218,2022-01-01,3249,CAMISA MANGA LARGA MUJER,OI,3.0
183219,2022-01-01,3249,CAMISA MANGA LARGA MUJER,PV,1.0
183220,2022-01-01,3249,CAMISETA MUJER,OI,3.0
183221,2022-01-01,3249,CAMISETA MUJER,PV,1.0
183226,2022-01-01,3249,PANTALON HOMBRE,PV,3.0
183227,2022-01-01,3249,PANTALON MUJER,OI,2.0
183228,2022-01-01,3249,PANTALON MUJER,PV,3.0
183235,2022-01-01,3259,CAMISA HOMBRE,PV,5.0
183236,2022-01-01,3259,CAMISA MANGA LARGA MUJER,OI,7.0
183237,2022-01-01,3259,CAMISA MANGA LARGA MUJER,PV,-1.0
183238,2022-01-01,3259,CAMISETA MUJER,OI,5.0
183248,2022-01-01,3259,PANTALON HOMBRE,OI,7.0
183249,2022-01-01,3259,PANTALON HOMBRE,PV,3.0
183250,2022-01-01,3259,PANTALON MUJER,OI,6.0
183251,2022-01-01,3259,PANTALON MUJER,PV,1.0
183262,2022-01-01,3269,CAMISETA MUJER,OI,-1.0
183263,2022-01-01,3269,CAMISETA MUJER,PV,3.0
183269,2022-01-01,3269,PANTALON MUJER,OI,-1.0
183270,2022-01-01,3269,PANTALON MUJER,PV,6.0
183286,2022-01-01,3279,CAMISA HOMBRE,OI,13.0
183287,2022-01-01,3279,CAMISA HOMBRE,PV,3.0
183288,2022-01-01,3279,CAMISA MANGA LARGA MUJER,OI,7.0
183289,2022-01-01,3279,CAMISETA MUJER,OI,9.0
183290,2022-01-01,3279,CAMISETA MUJER,PV,1.0
183302,2022-01-01,3279,PANTALON HOMBRE,OI,-1.0
183303,2022-01-01,3279,PANTALON MUJER,OI,10.0
183304,2022-01-01,3279,PANTALON MUJER,PV,2.0
183308,2022-01-01,3279,PUNTO MANGA LARGA MUJER,OI,1.0
183315,2022-01-01,3289,PUNTO MANGA LARGA MUJER,PV,1.0
183320,2022-01-01,3299,CAMISA HOMBRE,OI,23.0
183321,2022-01-01,3299,CAMISA MANGA LARGA MUJER,OI,8.0
183322,2022-01-01,3299,CAMISA MANGA LARGA MUJER,PV,1.0
183323,2022-01-01,3299,CAMISETA MUJER,OI,9.0
183324,2022-01-01,3299,CAMISETA MUJER,PV,1.0
183332,2022-01-01,3299,PANTALON HOMBRE,OI,12.0
183333,2022-01-01,3299,PANTALON MUJER,OI,1.0
183336,2022-01-01,3299,PUNTO MANGA LARGA MUJER,OI,2.0
183337,2022-01-01,3299,PUNTO MANGA LARGA MUJER,PV,2.0
183347,2022-01-01,3309,CAMISA HOMBRE,OI,9.0
183348,2022-01-01,3309,CAMISA HOMBRE,PV,3.0
183349,2022-01-01,3309,CAMISA MANGA LARGA MUJER,OI,5.0
183350,2022-01-01,3309,CAMISA MANGA LARGA MUJER,PV,1.0
183351,2022-01-01,3309,CAMISETA MUJER,OI,7.0
183352,2022-01-01,3309,CAMISETA MUJER,PV,1.0
183363,2022-01-01,3309,PANTALON HOMBRE,OI,7.0
183364,2022-01-01,3309,PANTALON HOMBRE,PV,0.0
183365,2022-01-01,3309,PANTALON MUJER,OI,10.0
183366,2022-01-01,3309,PANTALON MUJER,PV,9.0
183373,2022-01-01,3309,PUNTO MANGA LARGA MUJER,OI,-1.0
183374,2022-01-01,3309,PUNTO MANGA LARGA MUJER,PV,2.0
183385,2022-01-01,3319,CAMISA HOMBRE,OI,16.0
183386,2022-01-01,3319,CAMISA HOMBRE,PV,2.0
183387,2022-01-01,3319,CAMISA MANGA LARGA MUJER,OI,7.0
183388,2022-01-01,3319,CAMISETA MUJER,OI,4.0
183396,2022-01-01,3319,PANTALON HOMBRE,OI,12.0
183397,2022-01-01,3319,PANTALON HOMBRE,PV,1.0
183398,2022-01-01,3319,PANTALON MUJER,OI,7.0
183402,2022-01-01,3319,PUNTO MANGA LARGA MUJER,OI,3.0
183403,2022-01-01,3319,PUNTO MANGA LARGA MUJER,PV,1.0
183408,2022-01-01,3329,CAMISA MANGA LARGA MUJER,OI,3.0
183409,2022-01-01,3329,CAMISA MANGA LARGA MUJER,PV,1.0
183410,2022-01-01,3329,CAMISETA MUJER,OI,-1.0
183413,2022-01-01,3329,PANTALON HOMBRE,OI,-1.0
183414,2022-01-01,3329,PANTALON MUJER,OI,4.0
183415,2022-01-01,3329,PANTALON MUJER,PV,0.0
183416,2022-01-01,3329,PUNTO MANGA LARGA MUJER,OI,6.0
183428,2022-01-01,3349,CAMISA HOMBRE,OI,30.0
183429,2022-01-01,3349,CAMISA HOMBRE,PV,3.0
183430,2022-01-01,3349,CAMISA MANGA LARGA MUJER,OI,8.0
183431,2022-01-01,3349,CAMISA MANGA LARGA MUJER,PV,2.0
183432,2022-01-01,3349,CAMISETA MUJER,OI,5.0
183448,2022-01-01,3349,PANTALON HOMBRE,OI,29.0
183449,2022-01-01,3349,PANTALON HOMBRE,PV,4.0
183450,2022-01-01,3349,PANTALON MUJER,OI,4.0
183451,2022-01-01,3349,PANTALON MUJER,PV,1.0
183463,2022-01-01,3359,CAMISA HOMBRE,PV,0.0
183464,2022-01-01,3359,CAMISA MANGA LARGA MUJER,OI,0.0
183465,2022-01-01,3359,CAMISA MANGA LARGA MUJER,PV,2.0
183468,2022-01-01,3359,PANTALON MUJER,OI,1.0
183470,2022-01-01,3359,PUNTO MANGA LARGA MUJER,OI,0.0
183471,2022-01-01,3399,CAMISA MANGA LARGA MUJER,OI,1.0
183478,2022-01-01,3409,CAMISA HOMBRE,OI,10.0
183479,2022-01-01,3409,CAMISA MANGA LARGA MUJER,OI,2.0
183480,2022-01-01,3409,CAMISA MANGA LARGA MUJER,PV,1.0
183481,2022-01-01,3409,CAMISETA MUJER,OI,5.0
183482,2022-01-01,3409,CAMISETA MUJER,PV,1.0
183493,2022-01-01,3409,PANTALON HOMBRE,OI,12.0
183494,2022-01-01,3409,PANTALON HOMBRE,PV,1.0
183495,2022-01-01,3409,PANTALON MUJER,OI,5.0
183496,2022-01-01,3409,PANTALON MUJER,PV,1.0
183509,2022-01-01,3419,CAMISA MANGA LARGA MUJER,PV,3.0
183511,2022-01-01,3419,PANTALON HOMBRE,PV,1.0
183512,2022-01-01,3419,PANTALON MUJER,PV,2.0
183520,2022-01-01,3429,CAMISA HOMBRE,OI,0.0
183521,2022-01-01,3429,CAMISA HOMBRE,PV,-1.0
183522,2022-01-01,3429,CAMISA MANGA LARGA MUJER,OI,3.0
183523,2022-01-01,3429,CAMISETA MUJER,OI,7.0
183529,2022-01-01,3429,PANTALON HOMBRE,OI,1.0
183530,2022-01-01,3429,PANTALON HOMBRE,PV,5.0
183531,2022-01-01,3429,PANTALON MUJER,OI,9.0
183532,2022-01-01,3429,PANTALON MUJER,PV,1.0
183536,2022-01-01,3429,PUNTO MANGA LARGA MUJER,OI,1.0
183543,2022-01-01,3449,CAMISA HOMBRE,PV,1.0
183544,2022-01-01,3449,CAMISA MANGA LARGA MUJER,OI,6.0
183545,2022-01-01,3449,CAMISETA MUJER,OI,7.0
183552,2022-01-01,3449,PANTALON HOMBRE,OI,-1.0
183553,2022-01-01,3449,PANTALON MUJER,OI,9.0
183554,2022-01-01,3449,PUNTO MANGA LARGA MUJER,OI,1.0
183569,2022-01-01,3469,CAMISA HOMBRE,OI,8.0
183570,2022-01-01,3469,CAMISA HOMBRE,PV,2.0
183571,2022-01-01,3469,CAMISA MANGA LARGA MUJER,OI,9.0
183572,2022-01-01,3469,CAMISA MANGA LARGA MUJER,PV,4.0
183573,2022-01-01,3469,CAMISETA MUJER,OI,4.0
183584,2022-01-01,3469,PANTALON HOMBRE,OI,5.0
183585,2022-01-01,3469,PANTALON HOMBRE,PV,4.0
183586,2022-01-01,3469,PANTALON MUJER,OI,6.0
183587,2022-01-01,3469,PANTALON MUJER,PV,4.0
183593,2022-01-01,3469,PUNTO MANGA LARGA MUJER,OI,1.0
183605,2022-01-01,3479,PANTALON MUJER,OI,1.0
183606,2022-01-01,3479,PANTALON MUJER,PV,1.0
183615,2022-01-01,3539,CAMISA HOMBRE,PV,-1.0
183616,2022-01-01,3539,CAMISA MANGA LARGA MUJER,OI,3.0
183617,2022-01-01,3539,CAMISETA MUJER,OI,3.0
183623,2022-01-01,3539,PANTALON MUJER,OI,2.0
183624,2022-01-01,3539,PANTALON MUJER,PV,0.0
183632,2022-01-01,3589,CAMISA HOMBRE,OI,-1.0
183633,2022-01-01,3589,CAMISA HOMBRE,PV,1.0
183634,2022-01-01,3589,CAMISA MANGA LARGA MUJER,OI,5.0
183635,2022-01-01,3589,CAMISETA MUJER,OI,7.0
183636,2022-01-01,3589,CAMISETA MUJER,PV,1.0
183641,2022-01-01,3589,PANTALON MUJER,OI,8.0
183648,2022-01-01,3699,CAMISA HOMBRE,OI,19.0
183649,2022-01-01,3699,CAMISA MANGA LARGA MUJER,OI,4.0
183650,2022-01-01,3699,CAMISA MANGA LARGA MUJER,PV,-1.0
183651,2022-01-01,3699,CAMISETA MUJER,PV,2.0
183664,2022-01-01,3699,PANTALON HOMBRE,OI,9.0
183665,2022-01-01,3699,PANTALON HOMBRE,PV,1.0
183666,2022-01-01,3699,PANTALON MUJER,OI,6.0
183667,2022-01-01,3699,PANTALON MUJER,PV,6.0
183675,2022-01-01,3699,PUNTO MANGA LARGA MUJER,OI,3.0
183684,2022-01-01,3751,BOLSO BANDOLERA MUJER,OI,1.0
183687,2022-01-01,3751,CAMISA MANGA LARGA MUJER,OI,9.0
183688,2022-01-01,3751,CAMISETA MUJER,OI,5.0
183689,2022-01-01,3751,CAMISETA MUJER,PV,1.0
183696,2022-01-01,3751,PANTALON MUJER,OI,8.0
183697,2022-01-01,3751,PANTALON MUJER,PV,4.0
183701,2022-01-01,3751,PUNTO MANGA LARGA MUJER,OI,42.0
183702,2022-01-01,3751,PUNTO MANGA LARGA MUJER,PV,-1.0
183710,2022-01-01,3761,BOLSO BANDOLERA MUJER,PV,2.0
183715,2022-01-01,3761,CAMISA MANGA LARGA MUJER,OI,14.0
183716,2022-01-01,3761,CAMISETA MUJER,OI,6.0
183717,2022-01-01,3761,CAMISETA MUJER,PV,2.0
183725,2022-01-01,3761,PANTALON MUJER,OI,28.0
183726,2022-01-01,3761,PANTALON MUJER,PV,9.0
183730,2022-01-01,3761,PUNTO MANGA LARGA MUJER,OI,58.0
183731,2022-01-01,3761,PUNTO MANGA LARGA MUJER,PV,1.0
183734,2022-01-01,3781,PANTALON MUJER,OI,0.0
183738,2022-01-01,3801,CAMISA MANGA LARGA MUJER,OI,-4.0
183741,2022-01-01,3801,PANTALON MUJER,OI,-1.0
183742,2022-01-01,3801,PUNTO MANGA LARGA MUJER,OI,-1.0
183750,2022-01-01,4401,BOLSO BANDOLERA MUJER,PV,4.0
183757,2022-01-01,4401,CAMISA MANGA LARGA MUJER,OI,19.0
183758,2022-01-01,4401,CAMISA MANGA LARGA MUJER,PV,1.0
183759,2022-01-01,4401,CAMISETA MUJER,OI,72.0
183760,2022-01-01,4401,CAMISETA MUJER,PV,1.0
183770,2022-01-01,4401,PANTALON MUJER,OI,21.0
183771,2022-01-01,4401,PANTALON MUJER,PV,5.0
183777,2022-01-01,4401,PUNTO MANGA LARGA MUJER,OI,69.0
183778,2022-01-01,4401,PUNTO MANGA LARGA MUJER,PV,8.0
183786,2022-01-01,4811,BOLSO BANDOLERA MUJER,PV,1.0
183791,2022-01-01,4811,CAMISA MANGA LARGA MUJER,OI,12.0
183792,2022-01-01,4811,CAMISETA MUJER,OI,9.0
183793,2022-01-01,4811,CAMISETA MUJER,PV,1.0
183802,2022-01-01,4811,PANTALON MUJER,OI,34.0
183803,2022-01-01,4811,PANTALON MUJER,PV,5.0
183808,2022-01-01,4811,PUNTO MANGA LARGA MUJER,OI,72.0
183809,2022-01-01,4811,PUNTO MANGA LARGA MUJER,PV,1.0
183813,2022-01-01,4815,CAMISA HOMBRE,OI,23.0
183818,2022-01-01,4815,PANTALON HOMBRE,OI,31.0
183829,2022-01-01,4891,BOLSO BANDOLERA MUJER,OI,0.0
183830,2022-01-01,4891,BOLSO BANDOLERA MUJER,PV,4.0
183836,2022-01-01,4891,CAMISA MANGA LARGA MUJER,OI,9.0
183837,2022-01-01,4891,CAMISETA MUJER,OI,22.0
183838,2022-01-01,4891,CAMISETA MUJER,PV,2.0
183848,2022-01-01,4891,PANTALON MUJER,OI,23.0
183849,2022-01-01,4891,PANTALON MUJER,PV,8.0
183854,2022-01-01,4891,PUNTO MANGA LARGA MUJER,OI,49.0
183855,2022-01-01,4891,PUNTO MANGA LARGA MUJER,PV,11.0
183865,2022-01-01,4991,BOLSO BANDOLERA MUJER,OI,1.0
183866,2022-01-01,4991,BOLSO BANDOLERA MUJER,PV,6.0
183873,2022-01-01,4991,CAMISA MANGA LARGA MUJER,OI,44.0
183874,2022-01-01,4991,CAMISETA MUJER,OI,82.0
183875,2022-01-01,4991,CAMISETA MUJER,PV,0.0
183887,2022-01-01,4991,PANTALON MUJER,OI,55.0
183888,2022-01-01,4991,PANTALON MUJER,PV,16.0
183894,2022-01-01,4991,PUNTO MANGA LARGA MUJER,OI,114.0
183895,2022-01-01,4991,PUNTO MANGA LARGA MUJER,PV,16.0
183901,2022-01-01,4995,CAMISA HOMBRE,OI,49.0
183902,2022-01-01,4995,CAMISA HOMBRE,PV,3.0
183912,2022-01-01,4995,PANTALON HOMBRE,OI,45.0
183913,2022-01-01,4995,PANTALON HOMBRE,PV,6.0
183926,2022-01-01,5649,CAMISA HOMBRE,OI,24.0
183927,2022-01-01,5649,CAMISA HOMBRE,PV,0.0
183928,2022-01-01,5649,CAMISA MANGA LARGA MUJER,OI,3.0
183929,2022-01-01,5649,CAMISETA MUJER,OI,4.0
183940,2022-01-01,5649,PANTALON HOMBRE,OI,11.0
183941,2022-01-01,5649,PANTALON MUJER,OI,5.0
183942,2022-01-01,5649,PANTALON MUJER,PV,1.0
183957,2022-01-01,5679,CAMISA MANGA LARGA MUJER,OI,6.0
183958,2022-01-01,5679,CAMISETA MUJER,OI,1.0
183964,2022-01-01,5679,PANTALON HOMBRE,OI,3.0
183965,2022-01-01,5679,PANTALON MUJER,OI,7.0
183971,2022-01-01,5759,CAMISA HOMBRE,OI,47.0
183972,2022-01-01,5759,CAMISA HOMBRE,PV,6.0
183973,2022-01-01,5759,CAMISA MANGA LARGA MUJER,OI,8.0
183974,2022-01-01,5759,CAMISA MANGA LARGA MUJER,PV,1.0
183975,2022-01-01,5759,CAMISETA MUJER,OI,7.0
183985,2022-01-01,5759,PANTALON HOMBRE,OI,22.0
183986,2022-01-01,5759,PANTALON HOMBRE,PV,1.0
183987,2022-01-01,5759,PANTALON MUJER,OI,8.0
183988,2022-01-01,5759,PANTALON MUJER,PV,2.0
184000,2022-01-01,6071,BOLSO BANDOLERA MUJER,OI,2.0
184001,2022-01-01,6071,BOLSO BANDOLERA MUJER,PV,1.0
184008,2022-01-01,6071,CAMISA MANGA LARGA MUJER,OI,13.0
184009,2022-01-01,6071,CAMISA MANGA LARGA MUJER,PV,1.0
184010,2022-01-01,6071,CAMISETA MUJER,OI,37.0
184011,2022-01-01,6071,CAMISETA MUJER,PV,2.0
184022,2022-01-01,6071,PANTALON MUJER,OI,26.0
184023,2022-01-01,6071,PANTALON MUJER,PV,10.0
184030,2022-01-01,6071,PUNTO MANGA LARGA MUJER,OI,49.0
184031,2022-01-01,6071,PUNTO MANGA LARGA MUJER,PV,2.0
184038,2022-01-01,6075,CAMISA HOMBRE,OI,45.0
184043,2022-01-01,6075,PANTALON HOMBRE,OI,31.0
184044,2022-01-01,6075,PANTALON HOMBRE,PV,0.0
184055,2022-01-01,6161,BOLSO BANDOLERA MUJER,PV,-1.0
184061,2022-01-01,6161,CAMISA MANGA LARGA MUJER,OI,6.0
184062,2022-01-01,6161,CAMISETA MUJER,OI,3.0
184063,2022-01-01,6161,CAMISETA MUJER,PV,0.0
184070,2022-01-01,6161,PANTALON MUJER,OI,22.0
184071,2022-01-01,6161,PANTALON MUJER,PV,8.0
184076,2022-01-01,6161,PUNTO MANGA LARGA MUJER,OI,51.0
184080,2022-01-01,6461,PUNTO MANGA LARGA MUJER,PV,1.0
184086,2022-01-01,6471,BOLSO BANDOLERA MUJER,OI,2.0
184087,2022-01-01,6471,BOLSO BANDOLERA MUJER,PV,1.0
184092,2022-01-01,6471,CAMISA MANGA LARGA MUJER,OI,14.0
184093,2022-01-01,6471,CAMISETA MUJER,OI,47.0
184094,2022-01-01,6471,CAMISETA MUJER,PV,5.0
184104,2022-01-01,6471,PANTALON MUJER,OI,24.0
184105,2022-01-01,6471,PANTALON MUJER,PV,6.0
184111,2022-01-01,6471,PUNTO MANGA LARGA MUJER,OI,60.0
184112,2022-01-01,6471,PUNTO MANGA LARGA MUJER,PV,0.0
184116,2022-01-01,6475,CAMISA HOMBRE,OI,-1.0
184124,2022-01-01,6771,BOLSO BANDOLERA MUJER,OI,1.0
184125,2022-01-01,6771,BOLSO BANDOLERA MUJER,PV,-1.0
184130,2022-01-01,6771,CAMISA MANGA LARGA MUJER,OI,11.0
184131,2022-01-01,6771,CAMISETA MUJER,OI,54.0
184139,2022-01-01,6771,PANTALON MUJER,OI,26.0
184140,2022-01-01,6771,PANTALON MUJER,PV,9.0
184146,2022-01-01,6771,PUNTO MANGA LARGA MUJER,OI,69.0
184147,2022-01-01,6771,PUNTO MANGA LARGA MUJER,PV,10.0
184153,2022-01-01,6775,CAMISA HOMBRE,OI,40.0
184161,2022-01-01,6775,PANTALON HOMBRE,OI,23.0
184162,2022-01-01,6775,PANTALON HOMBRE,PV,3.0
184180,2022-01-01,6831,BOLSO BANDOLERA MUJER,OI,1.0
184181,2022-01-01,6831,BOLSO BANDOLERA MUJER,PV,2.0
184187,2022-01-01,6831,CAMISA MANGA LARGA MUJER,OI,23.0
184188,2022-01-01,6831,CAMISETA MUJER,OI,48.0
184198,2022-01-01,6831,PANTALON MUJER,OI,34.0
184199,2022-01-01,6831,PANTALON MUJER,PV,6.0
184205,2022-01-01,6831,PUNTO MANGA LARGA MUJER,OI,96.0
184206,2022-01-01,6831,PUNTO MANGA LARGA MUJER,PV,6.0
184212,2022-01-01,6835,CAMISA HOMBRE,OI,29.0
184213,2022-01-01,6835,CAMISA HOMBRE,PV,1.0
184221,2022-01-01,6835,PANTALON HOMBRE,OI,17.0
184222,2022-01-01,6835,PANTALON HOMBRE,PV,9.0
184235,2022-01-01,6879,CAMISA HOMBRE,OI,4.0
184236,2022-01-01,6879,CAMISA HOMBRE,PV,1.0
184237,2022-01-01,6879,CAMISA MANGA LARGA MUJER,OI,2.0
184238,2022-01-01,6879,CAMISA MANGA LARGA MUJER,PV,-1.0
184239,2022-01-01,6879,CAMISETA MUJER,OI,1.0
184245,2022-01-01,6879,PANTALON HOMBRE,OI,10.0
184246,2022-01-01,6879,PANTALON MUJER,OI,4.0
184255,2022-01-01,6921,PUNTO MANGA LARGA MUJER,OI,-1.0
184265,2022-01-01,6951,BOLSO BANDOLERA MUJER,OI,1.0
184266,2022-01-01,6951,BOLSO BANDOLERA MUJER,PV,0.0
184274,2022-01-01,6951,CAMISA MANGA LARGA MUJER,OI,18.0
184275,2022-01-01,6951,CAMISETA MUJER,OI,60.0
184276,2022-01-01,6951,CAMISETA MUJER,PV,2.0
184288,2022-01-01,6951,PANTALON MUJER,OI,23.0
184289,2022-01-01,6951,PANTALON MUJER,PV,5.0
184295,2022-01-01,6951,PUNTO MANGA LARGA MUJER,OI,70.0
184296,2022-01-01,6951,PUNTO MANGA LARGA MUJER,PV,5.0
184302,2022-01-01,6955,CAMISA HOMBRE,OI,34.0
184307,2022-01-01,6955,PANTALON HOMBRE,OI,32.0
184308,2022-01-01,6955,PANTALON HOMBRE,PV,4.0
184325,2022-01-01,6961,BOLSO BANDOLERA MUJER,OI,2.0
184326,2022-01-01,6961,BOLSO BANDOLERA MUJER,PV,0.0
184332,2022-01-01,6961,CAMISA MANGA LARGA MUJER,OI,21.0
184333,2022-01-01,6961,CAMISETA MUJER,OI,95.0
184334,2022-01-01,6961,CAMISETA MUJER,PV,5.0
184345,2022-01-01,6961,PANTALON MUJER,OI,36.0
184346,2022-01-01,6961,PANTALON MUJER,PV,20.0
184351,2022-01-01,6961,PUNTO MANGA LARGA MUJER,OI,122.0
184352,2022-01-01,6961,PUNTO MANGA LARGA MUJER,PV,16.0
184359,2022-01-01,6965,CAMISA HOMBRE,OI,65.0
184360,2022-01-01,6965,CAMISA HOMBRE,PV,2.0
184370,2022-01-01,6965,PANTALON HOMBRE,OI,20.0
184371,2022-01-01,6965,PANTALON HOMBRE,PV,12.0
184388,2022-01-01,6966,BOLSO BANDOLERA MUJER,OI,17.0
184389,2022-01-01,6966,BOLSO BANDOLERA MUJER,PV,35.0
184418,2022-01-01,6971,BOLSO BANDOLERA MUJER,OI,0.0
184419,2022-01-01,6971,BOLSO BANDOLERA MUJER,PV,3.0
184425,2022-01-01,6971,CAMISA MANGA LARGA MUJER,OI,19.0
184426,2022-01-01,6971,CAMISETA MUJER,OI,62.0
184427,2022-01-01,6971,CAMISETA MUJER,PV,4.0
184439,2022-01-01,6971,PANTALON MUJER,OI,28.0
184440,2022-01-01,6971,PANTALON MUJER,PV,11.0
184447,2022-01-01,6971,PUNTO MANGA LARGA MUJER,OI,54.0
184448,2022-01-01,6971,PUNTO MANGA LARGA MUJER,PV,6.0
184458,2022-01-01,6981,BOLSO BANDOLERA MUJER,OI,0.0
184459,2022-01-01,6981,BOLSO BANDOLERA MUJER,PV,1.0
184464,2022-01-01,6981,CAMISA MANGA LARGA MUJER,OI,7.0
184465,2022-01-01,6981,CAMISETA MUJER,OI,-2.0
184466,2022-01-01,6981,CAMISETA MUJER,PV,2.0
184473,2022-01-01,6981,PANTALON MUJER,OI,11.0
184474,2022-01-01,6981,PANTALON MUJER,PV,3.0
184479,2022-01-01,6981,PUNTO MANGA LARGA MUJER,OI,42.0
184485,2022-01-01,7509,CAMISA HOMBRE,OI,3.0
184486,2022-01-01,7509,CAMISA HOMBRE,PV,2.0
184487,2022-01-01,7509,CAMISA MANGA LARGA MUJER,OI,7.0
184488,2022-01-01,7509,CAMISA MANGA LARGA MUJER,PV,1.0
184489,2022-01-01,7509,CAMISETA MUJER,OI,1.0
184490,2022-01-01,7509,CAMISETA MUJER,PV,1.0
184497,2022-01-01,7509,PANTALON HOMBRE,OI,2.0
184498,2022-01-01,7509,PANTALON MUJER,OI,11.0
184499,2022-01-01,7509,PANTALON MUJER,PV,4.0
184502,2022-01-01,7509,PUNTO MANGA LARGA MUJER,OI,2.0
184503,2022-01-01,7509,PUNTO MANGA LARGA MUJER,PV,1.0
184511,2022-01-01,7809,CAMISA MANGA LARGA MUJER,OI,1.0
184512,2022-01-01,7809,CAMISA MANGA LARGA MUJER,PV,1.0
184513,2022-01-01,7809,CAMISETA MUJER,OI,1.0
184516,2022-01-01,7809,PANTALON HOMBRE,OI,1.0
184517,2022-01-01,7809,PANTALON MUJER,OI,5.0
184518,2022-01-01,7809,PANTALON MUJER,PV,0.0
184519,2022-01-01,7809,PUNTO MANGA LARGA MUJER,PV,1.0
184527,2022-01-01,7889,CAMISA HOMBRE,OI,1.0
184528,2022-01-01,7889,CAMISA HOMBRE,PV,3.0
184529,2022-01-01,7889,CAMISA MANGA LARGA MUJER,OI,12.0
184530,2022-01-01,7889,CAMISA MANGA LARGA MUJER,PV,1.0
184531,2022-01-01,7889,CAMISETA MUJER,OI,8.0
184538,2022-01-01,7889,PANTALON MUJER,OI,5.0
184539,2022-01-01,7889,PANTALON MUJER,PV,1.0
184541,2022-01-01,7889,PUNTO MANGA LARGA MUJER,OI,1.0
184549,2022-01-01,8101,BOLSO BANDOLERA MUJER,OI,2.0
184550,2022-01-01,8101,BOLSO BANDOLERA MUJER,PV,4.0
184557,2022-01-01,8101,CAMISA MANGA LARGA MUJER,OI,21.0
184558,2022-01-01,8101,CAMISETA MUJER,OI,58.0
184559,2022-01-01,8101,CAMISETA MUJER,PV,2.0
184569,2022-01-01,8101,PANTALON MUJER,OI,12.0
184570,2022-01-01,8101,PANTALON MUJER,PV,8.0
184577,2022-01-01,8101,PUNTO MANGA LARGA MUJER,OI,89.0
184578,2022-01-01,8101,PUNTO MANGA LARGA MUJER,PV,6.0
